,codigo,nome,cidade,estado,populacao,popAte9,popDe10a14,popDe15a19,popDe20a24,popDe25a34,popDe35a49,popDe50a59,popMaisDe60,domiciliosA1,domiciliosA2,domiciliosB1,domiciliosB2,domiciliosC1,domiciliosC2,domiciliosD,domiciliosE,rendaMedia,faturamento,potencial,total_domicilios,label
161,35503020,Aclimação,São Paulo,SP,32791,0.0700497087616,0.0310146076667,0.0639199780428,0.0670000914885,0.162880058553,0.222042633649,0.149949681315,0.233143240523,0.101779154361,0.124900958006,0.266801123676,0.169343801772,0.140171432687,0.0595692573651,0.0209608874163,0.116473384715,5920.0,1452649.625,Alto,13883,7
165,35503052,Água Rasa,São Paulo,SP,26134,0.0804316216423,0.0381112726716,0.0648197750057,0.0594245044769,0.138708196219,0.223348894161,0.154052192546,0.241103543277,0.0576169861884,0.0892599464028,0.243970315399,0.196454339311,0.138837353123,0.10039167182,0.0178313749742,0.155638012781,5907.0,1407971.25,Alto,9702,7
167,35503097,Alfredo Pujol,São Paulo,SP,39310,0.0691935894175,0.0335029254643,0.0616128211651,0.0598066649707,0.138158229458,0.215136097685,0.164029509031,0.258560162808,0.0991588070354,0.127134845781,0.290466479735,0.18130257456,0.132615345399,0.0690160591384,0.00082844761662,0.0994774407341,6586.0,1490989.875,Alto,15692,7
168,355030146,Alto Da Lapa,São Paulo,SP,15551,0.0745932737445,0.03260240499,0.0585814417079,0.0486785415729,0.126487042634,0.228731271301,0.141920133753,0.288405890296,0.14213111977,0.13975944435,0.251566999831,0.158224631543,0.13162798577,0.0977469083517,0.0147382686769,0.0642046417076,8303.0,1258647.5,Alto,5903,7
169,35503037,Alto Da Mooca,São Paulo,SP,18304,0.0811844405594,0.0355659965035,0.0632102272727,0.0557801573427,0.128933566434,0.225852272727,0.146306818182,0.263166520979,0.0431490212888,0.111158736962,0.307186740963,0.192170310044,0.140591513073,0.109587083869,0.0152878982712,0.0808686955279,4841.0,1436357.375,Alto,6999,7
184,355030218,Bonfiglioli,São Paulo,SP,35054,0.0864380669824,0.0379414617447,0.0623038740229,0.0638443544246,0.16543047869,0.223369658242,0.142836766132,0.217835339762,0.0591969407266,0.100573613767,0.293001912046,0.172390057361,0.117705544933,0.0724282982792,0.0230975143403,0.161606118547,4684.0,1413997.875,Alto,13075,7
191,355030217,Butantã,São Paulo,SP,18076,0.0640628457623,0.0282695286568,0.0547134321753,0.0620712547024,0.141624253153,0.20076344324,0.145164859482,0.303330382828,0.109180035651,0.11779560309,0.219845513963,0.193701723113,0.127748068925,0.0675876411171,0.0,0.164141414141,5810.0,1478963.625,Alto,6732,7
203,35503092,Casa Verde,São Paulo,SP,34188,0.0911723411723,0.044226044226,0.0710483210483,0.0671873171873,0.148824148824,0.222241722242,0.146484146484,0.208815958816,0.0261298274445,0.0763352506163,0.265735414955,0.18175842235,0.194248151191,0.126951520131,0.0190632703369,0.109778142975,3862.0,1166962.5,Alto,12170,7
225,355030128,Congonhas,São Paulo,SP,956,0.117154811715,0.0470711297071,0.0523012552301,0.0669456066946,0.155857740586,0.223849372385,0.115062761506,0.221757322176,0.0496688741722,0.0496688741722,0.195364238411,0.12582781457,0.201986754967,0.162251655629,0.0264900662252,0.188741721854,4517.0,1026324.625,Medio,302,7
250,35503018,Independência,São Paulo,SP,20918,0.0838990343245,0.0377665168754,0.0591356726264,0.0575580839468,0.140214169615,0.226073238359,0.146763552921,0.248589731332,0.0529718975379,0.0843073862223,0.307759263865,0.190872917185,0.177692116389,0.0979855757274,0.0297189753793,0.0586918676946,5616.0,1423306.25,Alto,8042,7
260,355030224,Jardim Adalgiza,São Paulo,SP,47028,0.119014204304,0.0555839074594,0.0858850046781,0.072531257974,0.157650761249,0.241111678149,0.128540443991,0.139682742196,0.0620624408704,0.0774519079155,0.194765058341,0.141721854305,0.170040996531,0.17376222012,0.045348470514,0.134847051403,4057.0,1390756.625,Alto,15855,7
261,355030129,Jardim Aeroporto,São Paulo,SP,21004,0.0809369643877,0.0367549038278,0.0580365644639,0.0600837935631,0.156446391164,0.222671872024,0.136926299752,0.248143210817,0.0661691542289,0.115298507463,0.284452736318,0.151616915423,0.14763681592,0.0717661691542,0.0206467661692,0.142412935323,6219.0,1399478.875,Alto,8040,7
262,355030110,Jardim Anália Franco,São Paulo,SP,33826,0.0812688464495,0.0415656595518,0.0707443978005,0.0613729084136,0.12626382073,0.226807780997,0.159137941229,0.232838644829,0.0572147651007,0.0980704697987,0.219882550336,0.179530201342,0.145469798658,0.100083892617,0.0229865771812,0.176761744966,4295.0,1368973.75,Alto,11920,7
271,35503047,Jardim Da Glória,São Paulo,SP,9340,0.0628479657388,0.0307280513919,0.0584582441113,0.0547109207709,0.129871520343,0.205888650964,0.159314775161,0.29817987152,0.0552721088435,0.119614512472,0.25,0.180555555556,0.174036281179,0.06179138322,0.0274943310658,0.131235827664,5347.0,1158153.25,Medio,3528,7
272,35503064,Jardim Da Saúde,São Paulo,SP,20201,0.0720756398198,0.0350972724123,0.0597990198505,0.0566803623583,0.125340329687,0.213999306965,0.1600910846,0.276916984308,0.0859417902252,0.102416254805,0.269494783086,0.180258099945,0.153761669412,0.0818231740802,0.0170236133992,0.109280615047,5532.0,1466372.625,Alto,7284,7
296,35503099,Jardim São Paulo,São Paulo,SP,40848,0.07008911085,0.0362074030552,0.0642871132002,0.0596846846847,0.131903642773,0.213205052879,0.163606541324,0.261016451234,0.0789967030836,0.113388066455,0.295494214235,0.176094123731,0.148749111125,0.0749886870515,0.0316116103174,0.0806774840003,6510.0,1491919.125,Alto,15469,7
314,35503029,Marechal Deodoro,São Paulo,SP,43550,0.073662456946,0.0325143513203,0.0578645235362,0.0636509758898,0.158920780712,0.22027554535,0.143329506315,0.249781859931,0.0892009293868,0.115011617335,0.243206384483,0.173653904435,0.148146277402,0.0680876856248,0.0078290736438,0.15486412769,5490.0,1897312.375,Alto,19798,7
322,35503042,Nazaré - Alto Do Ipiranga,São Paulo,SP,35662,0.0777858785262,0.0351915203858,0.0625595872357,0.0605125904324,0.144383377264,0.221215860019,0.15046828557,0.247882900566,0.0452603971525,0.0840014986886,0.246234544773,0.20314724616,0.177144998127,0.116822780067,0.0243536905208,0.103034844511,4675.0,1408717.5,Alto,13345,7
341,35503036,Parque Da Mooca,São Paulo,SP,33293,0.08332081819,0.0370047757787,0.0642777761091,0.0563782176433,0.130898387048,0.233232210975,0.145826450005,0.249061364251,0.0665305160632,0.122221349462,0.255989317414,0.198177676538,0.155604430131,0.0687298719661,0.018144686199,0.114602152227,5209.0,1442195.75,Alto,12731,7
349,355030276,Parque Interlagos,São Paulo,SP,30301,0.0825715322927,0.041648790469,0.0694036500446,0.0598990132339,0.133757961783,0.218309626745,0.147288868354,0.247120557077,0.0599240265907,0.077207977208,0.211680911681,0.209116809117,0.188319088319,0.102469135802,0.0340930674264,0.117188983856,6905.0,1375001.0,Alto,10530,7
363,355030106,Piqueri/Parque São Jorge,São Paulo,SP,46254,0.091473169888,0.0415099234661,0.0651186924374,0.0588489644139,0.15317594154,0.24227093873,0.139469018896,0.208133350629,0.0473406368848,0.102344326503,0.274564341261,0.192768348754,0.160753817336,0.102117273088,0.0206050973492,0.0995061588239,4897.0,1790718.875,Alto,17617,7
365,35503069,Planalto Paulista,São Paulo,SP,23065,0.0612182961197,0.0295252547149,0.0548450032517,0.0509863429439,0.120355517017,0.207934099285,0.153522653371,0.321612833297,0.0939372982941,0.123905025357,0.272014753343,0.163785154449,0.144651913324,0.0556708160443,0.0252420470263,0.120792992162,5764.0,1470647.125,Alto,8676,7
369,355030214,Portal Do Morumbi,São Paulo,SP,18631,0.137512747571,0.0586656647523,0.0979550212012,0.0736407063496,0.149482046052,0.229670978477,0.111749235146,0.141323600451,0.12386470404,0.0992796742875,0.144378327592,0.089257751331,0.105386783589,0.209677419355,0.0803319761979,0.147823363608,6089.0,1300958.375,Alto,6386,7
398,355030105,Tatuapé,São Paulo,SP,51812,0.0697907820582,0.037153555161,0.0661043773643,0.0604300162125,0.124392032734,0.231220566664,0.160754265421,0.250154404385,0.0914931766112,0.118089451141,0.266660025899,0.151509114454,0.154945711724,0.0846199820699,0.0220639505927,0.110618587509,6994.0,2099350.0,Alto,20078,7
400,35503098,Tietê,São Paulo,SP,36762,0.0876992546651,0.0451281214297,0.0702355693379,0.0653664109678,0.140607148686,0.22710951526,0.153337685654,0.210516293999,0.0533984344726,0.101216771293,0.245911803457,0.152212663722,0.173758040766,0.11896458188,0.045570797489,0.108966906921,4331.0,1359973.75,Alto,12903,7
408,355030147,Vila Anastácio,São Paulo,SP,3409,0.0654150777354,0.0308008213552,0.0557348195952,0.0607216192432,0.168671164564,0.19389850396,0.139337048988,0.285420944559,0.0359375,0.08125,0.25390625,0.178125,0.184375,0.1125,0.00078125,0.153125,4330.0,937214.125,Medio,1280,7
417,355030135,Vila Cordeiro,São Paulo,SP,10376,0.0649575944487,0.029298380879,0.057632999229,0.062066306862,0.140131071704,0.211545875096,0.16432151118,0.270046260601,0.0831730769231,0.124278846154,0.280288461538,0.170192307692,0.166105769231,0.0492788461538,0.0,0.126682692308,6544.0,1239044.625,Medio,4160,7
440,35503041,Vila Monumento,São Paulo,SP,20177,0.0815780343956,0.0376666501462,0.0636368141944,0.0569460276553,0.140952569758,0.222827972444,0.152153442038,0.244238489369,0.043642522147,0.131839499739,0.276315789474,0.202579468473,0.166232412715,0.0810317873893,0.0312662845232,0.0670922355393,5249.0,1459357.75,Alto,7676,7
445,35503053,Vila Prudente,São Paulo,SP,37320,0.0836548767417,0.040192926045,0.0628617363344,0.0588156484459,0.138317256163,0.224651661308,0.150803858521,0.240702036442,0.0377317339149,0.0908033442385,0.225299890949,0.197382769902,0.181025081788,0.123664122137,0.0296619411123,0.114431115958,4497.0,1223035.25,Alto,13755,7
448,355030126,Vila Santa Catarina,São Paulo,SP,64419,0.116068240736,0.0541920861858,0.0816063583725,0.0668591564601,0.163259286856,0.239447988947,0.127757338673,0.150809543768,0.0461744850268,0.0802752293578,0.208326120824,0.146096589926,0.178985632681,0.155141076683,0.0501557902025,0.134845075299,4148.0,1396871.5,Alto,23108,7
451,355030213,Vila Sônia,São Paulo,SP,34061,0.0853762367517,0.0429229911042,0.0661460321188,0.0609494730043,0.134435277884,0.221866651008,0.153459968879,0.234843369249,0.07874279027,0.0910306779236,0.239572013709,0.185488589819,0.185237816601,0.102566245925,0.0255788681769,0.0917829975759,5285.0,1410869.25,Alto,11963,7
