,codigo,nome,cidade,estado,populacao,popAte9,popDe10a14,popDe15a19,popDe20a24,popDe25a34,popDe35a49,popDe50a59,popMaisDe60,domiciliosA1,domiciliosA2,domiciliosB1,domiciliosB2,domiciliosC1,domiciliosC2,domiciliosD,domiciliosE,rendaMedia,faturamento,potencial,total_domicilios,label
160,355030251,A. E. Carvalho,São Paulo,SP,94034,0.134717229938,0.0728778952294,0.104600463662,0.0796201373971,0.154571750643,0.229161792543,0.112703915605,0.111746814982,0.0,0.00889998944665,0.0772856791079,0.153656734794,0.235023041475,0.246631723362,0.0790445703029,0.199458261512,1501.0,353892.78125,Medio,28427,6
161,35503020,Aclimação,São Paulo,SP,32791,0.0700497087616,0.0310146076667,0.0639199780428,0.0670000914885,0.162880058553,0.222042633649,0.149949681315,0.233143240523,0.101779154361,0.124900958006,0.266801123676,0.169343801772,0.140171432687,0.0595692573651,0.0209608874163,0.116473384715,5920.0,1452649.625,Alto,13883,7
162,355030285,Adventista,São Paulo,SP,104193,0.144635436162,0.0704749839241,0.102031806359,0.0830861958097,0.170347336193,0.224237712706,0.111015135374,0.0941713934717,0.0,0.0,0.0420235071762,0.143966688323,0.253824345874,0.297737877267,0.0918728958715,0.170574685488,1284.0,225928.015625,Medio,33862,3
163,35503088,Água Branca,São Paulo,SP,12721,0.0749154940649,0.0269632890496,0.049288577942,0.064381730996,0.168382988759,0.222702617719,0.14071220816,0.25265309331,0.110540301151,0.118157661647,0.275996457042,0.182816651904,0.162090345438,0.0639503985828,0.014880425155,0.0715677590788,6278.0,1201059.125,Alto,5645,5
164,35503066,Água Funda,São Paulo,SP,48417,0.104880517174,0.0494867505215,0.0829873804655,0.0737550860235,0.152591032076,0.222050106368,0.137307144185,0.176941983188,0.0,0.0188608776844,0.111671335201,0.185869903517,0.279427326486,0.176532835356,0.068720821662,0.158916900093,1905.0,849837.9375,Alto,16065,6
165,35503052,Água Rasa,São Paulo,SP,26134,0.0804316216423,0.0381112726716,0.0648197750057,0.0594245044769,0.138708196219,0.223348894161,0.154052192546,0.241103543277,0.0576169861884,0.0892599464028,0.243970315399,0.196454339311,0.138837353123,0.10039167182,0.0178313749742,0.155638012781,5907.0,1407971.25,Alto,9702,7
166,355030245,Águia De Haia,São Paulo,SP,48398,0.118703252201,0.0595685772139,0.089280548783,0.0724203479483,0.146968883012,0.219285920906,0.131141782718,0.162630687218,0.0,0.00403354888277,0.120430245214,0.177540175427,0.243293424675,0.219604328062,0.0559574876753,0.179140790063,1729.0,756280.1875,Alto,15619,6
167,35503097,Alfredo Pujol,São Paulo,SP,39310,0.0691935894175,0.0335029254643,0.0616128211651,0.0598066649707,0.138158229458,0.215136097685,0.164029509031,0.258560162808,0.0991588070354,0.127134845781,0.290466479735,0.18130257456,0.132615345399,0.0690160591384,0.00082844761662,0.0994774407341,6586.0,1490989.875,Alto,15692,7
168,355030146,Alto Da Lapa,São Paulo,SP,15551,0.0745932737445,0.03260240499,0.0585814417079,0.0486785415729,0.126487042634,0.228731271301,0.141920133753,0.288405890296,0.14213111977,0.13975944435,0.251566999831,0.158224631543,0.13162798577,0.0977469083517,0.0147382686769,0.0642046417076,8303.0,1258647.5,Alto,5903,7
169,35503037,Alto Da Mooca,São Paulo,SP,18304,0.0811844405594,0.0355659965035,0.0632102272727,0.0557801573427,0.128933566434,0.225852272727,0.146306818182,0.263166520979,0.0431490212888,0.111158736962,0.307186740963,0.192170310044,0.140591513073,0.109587083869,0.0152878982712,0.0808686955279,4841.0,1436357.375,Alto,6999,7
