,codigo,nome,cidade,estado,populacao,popAte9,popDe10a14,popDe15a19,popDe20a24,popDe25a34,popDe35a49,popDe50a59,popMaisDe60,domiciliosA1,domiciliosA2,domiciliosB1,domiciliosB2,domiciliosC1,domiciliosC2,domiciliosD,domiciliosE,rendaMedia,faturamento,potencial,total_domicilios,label
162,355030285,Adventista,São Paulo,SP,104193,0.144635436162,0.0704749839241,0.102031806359,0.0830861958097,0.170347336193,0.224237712706,0.111015135374,0.0941713934717,0.0,0.0,0.0420235071762,0.143966688323,0.253824345874,0.297737877267,0.0918728958715,0.170574685488,1284.0,225928.015625,Medio,33862,3
185,355030293,Bororé,São Paulo,SP,13537,0.16658048312,0.0859865553668,0.116200044323,0.0830316909212,0.144049641723,0.213488956194,0.10696609293,0.0836965354214,0.0,0.0,0.0191654536633,0.11159631247,0.239204269772,0.251334303736,0.117661329452,0.261038330907,1054.0,700538.625,Baixo,4122,3
198,35503011,Canindé,São Paulo,SP,1171,0.128095644748,0.0495303159693,0.0802732707088,0.0845431255337,0.145175064048,0.169940222032,0.130657557643,0.211784799317,0.0,0.00903614457831,0.0933734939759,0.117469879518,0.222891566265,0.231927710843,0.0602409638554,0.265060240964,1482.0,793847.3125,Baixo,332,3
199,355030237,Cantareira,São Paulo,SP,613,0.094616639478,0.0522022838499,0.0880913539967,0.0456769983687,0.109298531811,0.226753670473,0.119086460033,0.26427406199,0.0,0.0,0.0608108108108,0.162162162162,0.283783783784,0.256756756757,0.0743243243243,0.162162162162,1365.0,793000.625,Baixo,148,3
201,355030299,Capivari - Monos,São Paulo,SP,2938,0.152825051055,0.0901974132063,0.104833219877,0.0639891082369,0.113002042206,0.210006807352,0.126957113683,0.138189244384,0.0,0.0,0.00643776824034,0.109442060086,0.142703862661,0.24678111588,0.1169527897,0.377682403433,857.0,744058.125,Baixo,932,3
208,355030278,Centro Empresarial,São Paulo,SP,126509,0.134836256709,0.06713356362,0.0975898947901,0.0830454750255,0.172722889281,0.229983637528,0.111565185086,0.103123097961,0.0,0.00206420385793,0.0544522741832,0.13512231001,0.244881011697,0.280233468574,0.0770161577336,0.206230573944,1324.0,151228.625,Medio,42147,3
219,355030270,Cidade Tiradentes,São Paulo,SP,226226,0.160878944065,0.0803046511011,0.113324728369,0.0811577802728,0.161683449294,0.213441425831,0.109434812975,0.0797742080928,0.0,0.0,0.019861583779,0.114679555009,0.263148111076,0.301956130065,0.0955186318529,0.204835988217,1123.0,47324.3828125,Medio,69934,3
223,355030292,Cocaia,São Paulo,SP,221487,0.157946064555,0.0802891366085,0.113230121858,0.0836392203606,0.164388880612,0.229236930384,0.0983940366703,0.0728756089522,0.0,0.0,0.0234368064392,0.108646761164,0.261326310183,0.295623353949,0.0890125173853,0.22195425088,1121.0,48805.7929688,Medio,67586,3
224,355030240,Cohab Jova Rural,São Paulo,SP,34137,0.153528429563,0.0778920233178,0.108914081495,0.0848932243607,0.165773207956,0.214810908984,0.104197791253,0.0899903330697,0.0,0.0,0.0402363247428,0.137822145258,0.2701436284,0.314454517673,0.0651930324947,0.172150351431,1294.0,587169.625,Baixo,9817,3
227,355030296,Cratera - Colônia,São Paulo,SP,26273,0.16735812431,0.0867811060785,0.124462375823,0.0808815133407,0.146880828227,0.226924980018,0.0977809918928,0.0689300803106,0.0,0.0,0.0,0.0701798201798,0.206793206793,0.305444555445,0.0969030969031,0.320679320679,843.0,649962.1875,Baixo,8008,3
229,355030297,Encruzilhada - Barragem,São Paulo,SP,23161,0.167911575493,0.084236431933,0.118129614438,0.0779327317473,0.142783126808,0.205733776607,0.109408056647,0.0938646863262,0.0,0.0,0.00891812865497,0.078216374269,0.205263157895,0.273391812865,0.112573099415,0.321637426901,894.0,678969.1875,Baixo,6840,3
230,355030246,Ermelino Matarazzo,São Paulo,SP,72861,0.136520223439,0.0663729567258,0.0993398388713,0.0808525823143,0.158644542348,0.23211320185,0.114835096965,0.111321557486,0.0,0.0,0.0558847350697,0.154183895307,0.271196555693,0.259729741251,0.0723816019438,0.186623470736,1394.0,340851.46875,Medio,23459,3
231,35503055,Estação Tamanduateí,São Paulo,SP,5869,0.141421025728,0.0627023342989,0.112625660249,0.128130857045,0.183336173113,0.19458170046,0.0834895212132,0.0937127278923,0.00183936235438,0.00551808706315,0.0190067443286,0.0545677498467,0.107909258124,0.293684855917,0.106069895769,0.411404046597,915.0,804510.8125,Baixo,1631,3
233,355030265,Fábrica Bandeirante,São Paulo,SP,111206,0.148229412082,0.0771271334281,0.115623257738,0.0858496843695,0.153660773699,0.22004208406,0.106523029333,0.09294462529,0.0,0.0,0.0232241649655,0.109286707494,0.235466406319,0.281382207627,0.0903227715156,0.260317742079,1084.0,93627.3125,Medio,33801,3
234,355030188,Fazenda Caguaçu,São Paulo,SP,25966,0.144150042363,0.0717091581299,0.102942309174,0.0792960024648,0.162058075945,0.221597473619,0.114303319726,0.103943618578,0.0,0.0,0.0354584092289,0.134426229508,0.217243472981,0.247965998786,0.0913175470553,0.273588342441,1133.0,676539.5,Baixo,8235,3
235,355030116,Fazenda Da Juta,São Paulo,SP,66237,0.135498286456,0.0699608979875,0.107930612799,0.0825218533448,0.150565393964,0.23381191781,0.116264323565,0.103446714072,0.0,0.0,0.038789346247,0.159564164649,0.270847457627,0.260726392252,0.0899757869249,0.1800968523,1296.0,345082.15625,Medio,20650,3
236,355030263,Fazenda Itaim,São Paulo,SP,111222,0.152874431318,0.0788782794771,0.114275952599,0.0824297351243,0.157253061445,0.222186258114,0.108350865836,0.0837514160867,0.0,0.0,0.0136211542448,0.101832933582,0.262177608007,0.288442746735,0.0963548606793,0.237570696752,1047.0,85623.3359375,Medio,33771,3
240,355030267,Gleba Pêssego,São Paulo,SP,35453,0.167263701238,0.0846754858545,0.115730685697,0.0779059600034,0.159450540152,0.237525738301,0.0935040758187,0.0639438129354,0.0,0.0,0.0124652497534,0.0951484171823,0.260156039817,0.320957761636,0.107613666936,0.203658864676,1063.0,451322.40625,Baixo,11151,3
242,355030291,Grajaú,São Paulo,SP,150639,0.139127317627,0.0713427465663,0.107123653237,0.0821699559875,0.165368861981,0.225964059772,0.11303181779,0.0958715870392,0.0,0.0036457444994,0.0599309227358,0.143548524646,0.258378816306,0.253219341634,0.0891821593041,0.192094490875,1404.0,154226.3125,Medio,46904,3
244,355030268,Guaianazes,São Paulo,SP,65699,0.141280689204,0.0711882981476,0.111341116303,0.080138206061,0.154051051005,0.220977488242,0.110945372076,0.110077778962,0.0,0.0,0.0368952481217,0.136861750491,0.253050677131,0.269129540125,0.088338038953,0.215724745179,1224.0,446855.09375,Medio,20897,3
245,355030279,Guarapiranga,São Paulo,SP,81739,0.138881072683,0.0692080891618,0.0976889856739,0.0797171484848,0.170591761583,0.230428559195,0.109225706211,0.104258677009,0.0,0.0,0.0621547978496,0.145960674571,0.257382723323,0.272184991531,0.080970616393,0.181346196333,1408.0,290862.125,Medio,27158,3
246,35503061,Heliópolis,São Paulo,SP,48963,0.159875824602,0.0751792169597,0.111757857974,0.0926618058534,0.185977166432,0.219941588546,0.092743500194,0.0618630394379,0.0,0.0,0.0296429952313,0.103299394252,0.267431370022,0.262469390385,0.12237401727,0.214782832839,1133.0,486308.5,Medio,15518,3
249,355030189,Iguatemi,São Paulo,SP,136563,0.151754135454,0.076675234141,0.112980822038,0.0822623990393,0.155576547088,0.228458660106,0.107217914076,0.0850742880575,0.0,0.0,0.032141827616,0.125372345537,0.251225136927,0.28709041991,0.0988036898242,0.205366580186,1182.0,91224.9609375,Medio,41628,3
263,355030287,Jardim Ângela,São Paulo,SP,83297,0.139440796187,0.0700505420363,0.101336182576,0.0831722631067,0.171026567583,0.222757122105,0.108815443533,0.103401082872,0.0,0.0,0.041457657126,0.131823546769,0.245500147536,0.28017114193,0.0867512540572,0.214296252582,1224.0,268941.34375,Medio,27112,3
268,355030290,Jardim Capela,São Paulo,SP,101574,0.178421643334,0.0864000630083,0.117884498001,0.0809754464725,0.164559828303,0.227203811999,0.0871679760569,0.0573867328253,0.0,0.0,0.0112174838023,0.0786835573607,0.240079940689,0.292911710666,0.113754311317,0.263352996164,952.0,95793.5546875,Medio,31023,3
273,355030163,Jardim Damsceno,São Paulo,SP,96382,0.160216637961,0.0815919985059,0.111348592061,0.0841650930672,0.16412815671,0.21836027474,0.0966778029093,0.0835114440456,0.0,0.0,0.0261928310767,0.101087957437,0.238532110092,0.284233143481,0.080795334402,0.269158623512,1078.0,115894.539062,Medio,29321,3
274,355030262,Jardim Das Oliveiras,São Paulo,SP,81544,0.143394976945,0.0742789169038,0.112859315216,0.0813548513686,0.152249092514,0.224001765918,0.109364269597,0.102496811537,0.0,0.0,0.0324320006391,0.119303430922,0.238566920957,0.27523265567,0.0909454008068,0.243519591005,1147.0,208146.71875,Medio,25037,3
275,355030236,Jardim Das Pedras,São Paulo,SP,51766,0.152184831743,0.0767105822354,0.109956342001,0.08298883437,0.161013020129,0.241992813816,0.098694123556,0.0764594521501,0.0,0.0,0.0345359830214,0.140523506335,0.291015499389,0.259888095697,0.0883014984886,0.185735417069,1240.0,534012.0625,Medio,15549,3
276,355030235,Jardim Do Guapira,São Paulo,SP,104091,0.129905563401,0.0665955750257,0.102208644359,0.0777108491608,0.157295059131,0.225600676331,0.116196405069,0.124487227522,0.00108389334489,0.0128518782323,0.0715679291443,0.151466352854,0.246787030442,0.239292682172,0.0660865256573,0.210863708154,1558.0,348347.28125,Medio,32291,3
279,355030257,Jardim Helena,São Paulo,SP,109270,0.141877917086,0.0732680516153,0.10969158964,0.0804337878649,0.152310789787,0.22311704951,0.109279765718,0.110021048778,0.0,0.0,0.0279844564268,0.11998072115,0.21327228364,0.242220682592,0.0914841702563,0.305057685935,1056.0,434509.65625,Medio,33197,3
285,355030196,Jardim Miriam,São Paulo,SP,140491,0.139788313842,0.0678904698522,0.0993586777801,0.0849734146671,0.169306218904,0.22003544711,0.108690236385,0.109957221459,0.0,0.00145605365337,0.0521531944935,0.138810448288,0.253220967173,0.258978997529,0.0812522061419,0.214128132721,1320.0,226174.71875,Medio,45328,3
286,355030283,Jardim Mitsutani,São Paulo,SP,71100,0.145457102672,0.0693811533052,0.100070323488,0.0834599156118,0.175007032349,0.225696202532,0.104331926864,0.0965963431786,8.811737234e-05,0.00193858219148,0.0532669515795,0.149579239547,0.255760673217,0.251442921972,0.0682028461911,0.21972066793,1355.0,273056.4375,Medio,22697,3
289,355030166,Jardim Peri,São Paulo,SP,72503,0.154986690206,0.0755417017227,0.110574734839,0.0843137525344,0.163482890363,0.212529136725,0.104919796422,0.0936512971877,0.0,0.0,0.0337260545013,0.143942800612,0.276463710765,0.26171418293,0.0805827862218,0.20357046497,1247.0,167076.59375,Medio,22238,3
293,355030260,Jardim Robru,São Paulo,SP,81240,0.144251600197,0.0764278680453,0.110056622354,0.082459379616,0.155982274742,0.225307730182,0.103938946332,0.101575578533,0.0,0.0,0.0328315752045,0.132630081783,0.233258267157,0.295839753467,0.0732092765991,0.23223104579,1179.0,209817.78125,Medio,25311,3
294,355030258,Jardim Romano,São Paulo,SP,35132,0.152709780257,0.0765683707162,0.109102812251,0.0830297164978,0.167169532051,0.211317317545,0.102271433451,0.097831037231,0.0,0.0,0.0341675131591,0.093637454982,0.242404654169,0.286730076646,0.0738757041278,0.269184596916,1091.0,547267.5625,Baixo,10829,3
302,355030269,Juscelino Kubitschek,São Paulo,SP,45549,0.149728863422,0.0749302948473,0.10893762761,0.0808799315023,0.161628136732,0.217458122022,0.111945377506,0.0944916463589,0.0,0.0,0.0310967922678,0.127889060092,0.272727272727,0.264812999019,0.0825045524583,0.220969323435,1183.0,542753.9375,Medio,14278,3
304,355030264,Lajeado,São Paulo,SP,64327,0.153574704245,0.0804638798638,0.112316756572,0.0820806193356,0.156792637617,0.220591664464,0.102087770299,0.092091967603,0.0,0.0,0.0283257460799,0.102478502782,0.255943348508,0.24511886697,0.0706626201315,0.297470915529,1067.0,404463.09375,Medio,19770,3
